Illinois
1997
"Taft, J. B., Wilhelm, G. S., Ladd, D. M., & Masters, L. A. 1997. Floristic quality assessment for vegetation in Illinois, a method for assessing vegetation integrity. Westville: Illinois Native Plant Society."
"Illinois  , 1997"

"Total Species:",3040
"Native Species:",2084
"Non-native Species:",956
"Total Mean C:",4.4
"Native Mean C:",6.4

"Scientific Name",Family,Acronym,Native?,C,W,Physiognomy,Duration,"Common Name"
"Silene cserei",,SILCSE,non-native,0,5,forb,biennial,"glaucous campion"
"Silene cucubalus",,SILCUC,non-native,0,5,forb,perennial,"bladder campion"
"Silene dichotoma",,SILDIC,non-native,0,5,forb,biennial,"forked catchfly"
"Silene nivea",,SILNIV,native,8,-3,forb,perennial,"snowy campion"
"Silene noctiflora",,SILNOC,non-native,0,5,forb,annual,"night-flowering catchfly"
"Silene ovata",,SILOVA,native,10,5,forb,perennial,"woodland catchfly"
"Silene regia",,SILREG,native,9,5,forb,perennial,"royal catchfly"
"Silene stellata",,SILSTE,native,6,5,forb,perennial,"starry campion"
"Silene virginica",,SILVIR,native,9,5,forb,perennial,"fire pink"
"Silphium integrifolium",,SILINT,native,5,5,forb,perennial,"rosin weed"
"Silphium laciniatum",,SILLAC,native,5,4,forb,perennial,"compass plant"
"Silphium perfoliatum",,SILPER,native,4,-2,forb,perennial,"cup plant"
"Silphium speciosum",,SILSPE,non-native,0,5,forb,perennial,"rosin weed"
"Silphium terebinthinaceum",,SILTER,native,4,1,forb,perennial,"prairie dock"
"Silphium trifoliatum",,SILTRI,native,10,5,forb,perennial,"rosin weed"
"Sisymbrium altissimum",,SISALT,non-native,0,3,forb,annual,"tumble mustard"
"Sisymbrium loeselii",,SISLOE,non-native,0,5,forb,annual,"tall hedge mustard"
"Sisymbrium officinale",,SISOFF,non-native,0,5,forb,annual,"hedge mustard"
"Sisyrinchium albidum",,SISALB,native,4,3,forb,perennial,"common blue-eyed grass"
"Sisyrinchium angustifolium",,SISANG,native,5,-2,forb,perennial,"stout blue-eyed grass"
"Sisyrinchium atlanticum",,SISATL,native,10,-3,forb,perennial,"eastern blue-eyed grass"
"Sisyrinchium campestre",,SISCAM,native,6,5,forb,perennial,"prairie blue-eyed grass"
"Sisyrinchium montanum",,SISMON,native,9,-1,forb,perennial,"mountain blue-eyed grass"
"Sisyrinchium mucronatum",,SISMUC,native,9,-2,forb,perennial,"blue-eyed grass"
"Sitanion hystrix",,SITHYS,non-native,0,5,grass,perennial,"bottlebrush squirrel tail"
"Sium suave",,SIUSUA,native,5,-5,forb,perennial,"water parsnip"
"Smilacina racemosa",,SMIRAC,native,4,3,forb,perennial,"feathery false solomon seal"
"Smilacina stellata",,SMISTE,native,5,1,forb,perennial,"starry false solomon seal"
"Smilax bona-nox",,SMIBON,native,5,2,vine,perennial,"bull brier"
"Smilax ecirrhata",,SMIECI,native,5,5,forb,perennial,"upright carrion flower"
"Smilax glauca",,SMIGLA,native,6,3,vine,perennial,"green brier"
"Smilax herbacea",,SMIHER,native,4,0,vine,perennial,"carrion flower"
"Smilax hispida",,SMIHIS,native,3,0,vine,perennial,"bristly green brier"
"Smilax illinoensis",,SMIILL,native,5,5,forb,perennial,"illinois carrion flower"
"Smilax lasioneuron",,SMILAS,native,4,5,vine,perennial,"common carrion flower"
"Smilax pulverulenta",,SMIPUL,native,5,3,vine,perennial,"dark green carrion flower"
"Smilax rotundifolia",,SMIROT,native,4,0,vine,perennial,"cat brier"
"Solanum carolinense",,SOLCAR,native,0,4,forb,perennial,"horse nettle"
"Solanum cornutum",,SOLCOR,non-native,0,5,forb,annual,"buffalo bur"
"Solanum dimidiatum",,SOLDIM,non-native,0,5,forb,perennial,"torreys horse nettle"
"Solanum dulcamara",,SOLDUL,non-native,0,0,vine,perennial,"bittersweet nightshade"
"Solanum elaeagnifolium",,SOLELA,non-native,0,5,forb,perennial,"white horse nettle"
"Solanum heterodoxum v. novomexicanum",,SOLHET,non-native,0,5,forb,perennial,"prickly horse nettle"
"Solanum ptycanthum",,SOLPTY,native,0,4,forb,annual,"black nightshade"
"Solanum sarachoides",,SOLSAR,non-native,0,5,forb,annual,"hairy nightshade"
"Solanum triflorum",,SOLTRI,non-native,0,5,forb,annual,"cut-leaved nightshade"
"Solanum tuberosum",,SOLTUB,non-native,0,5,forb,perennial,potato
"Solidago arguta",,SOLARG,native,10,5,forb,perennial,"sharp-toothed goldenrod"
"Solidago bicolor",,SOLBIC,native,7,5,forb,perennial,silverrod
"Solidago boottii",,SOLBOO,native,10,5,forb,perennial,"bootts goldenrod"
"Solidago buckleyi",,SOLBUC,native,8,5,forb,perennial,"buckleys goldenrod"
"Solidago caesia",,SOLCAE,native,7,3,forb,perennial,"bluestem goldenrod"
"Solidago canadensis",,SOLCAN,native,1,3,forb,perennial,"canada goldenrod"
"Solidago drummondii",,SOLDRU,native,6,5,forb,perennial,"drummonds goldenrod"
"Solidago flexicaulis",,SOLFLE,native,6,3,forb,perennial,"broad-leaved goldenrod"
"Solidago gigantea",,SOLGIG,native,3,-3,forb,perennial,"late goldenrod"
"Solidago hispida",,SOLHIS,native,7,5,forb,perennial,"white goldenrod"
"Solidago juncea",,SOLJUN,native,4,5,forb,perennial,"early goldenrod"
"Solidago missouriensis",,SOLMIS,native,4,5,forb,perennial,"missouri goldenrod"
"Solidago nemoralis",,SOLNEM,native,3,5,forb,perennial,"old field goldenrod"
"Solidago ohioensis",,SOLOHI,native,10,-5,forb,perennial,"ohio goldenrod"
"Solidago patula",,SOLPAT,native,9,-5,forb,perennial,"rough-leaved goldenrodved"
"Solidago petiolaris",,SOLPET,native,8,5,forb,perennial,"downy goldenrod"
"Solidago ptarmicoides",,SOLPTA,native,9,5,forb,perennial,"stiff aster"
"Solidago radula",,SOLRAD,native,7,5,forb,perennial,"rough goldenrod"
"Solidago riddellii",,SOLRID,native,7,-5,forb,perennial,"riddells goldenrod"
"Solidago rigida",,SOLRIG,native,4,4,forb,perennial,"rigid goldenrod"
"Solidago rugosa",,SOLRUG,native,8,-1,forb,perennial,"rough goldenrod"
"Solidago sciaphila",,SOLSCI,native,10,5,forb,perennial,"cliff goldenrod"
"Solidago sempervirens",,SOLSEM,non-native,0,-2,forb,perennial,"seaside goldenrod"
"Solidago speciosa",,SOLSPE,native,7,5,forb,perennial,"showy goldenrod"
"Solidago sphacelata",,SOLSPH,native,10,5,forb,perennial,"blighted goldenrod"
"Solidago strigosa",,SOLSTR,native,10,5,forb,perennial,"hairy goldenrod"
"Solidago uliginosa",,SOLULI,native,10,-5,forb,perennial,"bog goldenrod"
"Solidago ulmifolia",,SOLULM,native,5,5,forb,perennial,"elm-leaved goldenrod"
"Solidago x lutescens",,SOLLUT,native,10,0,forb,perennial,"upland aster"
"Sonchus arvensis",,SONARA,non-native,0,1,forb,perennial,"field sow thistle"
"Sonchus arvensis v. glabrescens",,SONARG,non-native,0,1,forb,perennial,"field sow thistle"
"Sonchus asper",,SONASP,non-native,0,0,forb,annual,"prickly sow thistle"
"Sonchus oleraceus",,SONOLE,non-native,0,3,forb,annual,"common sow thistle"
"Sorbus aucuparia",,SORAUC,non-native,0,5,tree,perennial,"european mountain ash"
"Sorbus decora",,SORDEC,native,10,-1,tree,perennial,"american mountain ash"
"Sorghastrum nutans",,SORNUT,native,4,2,grass,perennial,"indian grass"
"Sorghum bicolor",,SORBIC,non-native,0,5,grass,annual,sorghum
"Sorghum halepense",,SORHAL,non-native,0,3,grass,perennial,"johnson grass"
"Sorghum sudanense",,SORSUD,non-native,0,5,grass,annual,"sudan grass"
"Sorghum x almum",,SORALM,non-native,0,5,grass,perennial,"sorghum grass"
"Sparganium americanum",,SPAAME,native,10,-5,forb,perennial,"american bur reed"
"Sparganium androcladum",,SPAAND,native,10,-5,forb,perennial,"branched bur reed"
"Sparganium chlorocarpum",,SPACHL,native,10,-5,forb,perennial,"dwarf bur reed"
"Sparganium eurycarpum",,SPAEUR,native,5,-5,forb,perennial,"common bur reed"
"Sparganium minimum",,SPAMIN,native,10,-5,forb,perennial,"least bur reed"
"Spartina pectinata",,SPAPEC,native,4,-4,grass,perennial,"prairie cord grass"
"Spergula arvensis",,SPEARV,non-native,0,5,forb,annual,"corn spurrey"
"Spergularia marina",,SPEMAR,non-native,0,0,forb,annual,"lesser salt spurrey"
"Spergularia media",,SPEMED,non-native,0,3,forb,annual,"salt spurrey"
"Spergularia rubra",,SPERUB,non-native,0,3,forb,annual,"sand spurrey"
"Spermacoce glabra",,SPEGLA,native,4,-4,forb,perennial,"smooth buttonweed"
"Spermolepis echinata",,SPEECH,native,0,5,forb,annual,"spiny scaleseed"
"Spermolepis inermis",,SPEINE,native,4,5,forb,annual,"smooth scaleseed"
"Sphenopholis nitida",,SPHNIT,native,7,5,grass,perennial,"shining wedge grass"
"Sphenopholis obtusata",,SPHOBO,native,5,0,grass,perennial,"prairie wedge grass"
"Sphenopholis obtusata v. major",,SPHOBM,native,5,0,grass,perennial,"slender wedge grass"
"Spigelia marilandica",,SPIMAR,native,7,5,forb,perennial,"indian pink"
"Spiraea alba",,SPIALB,native,6,-4,shrub,perennial,meadowsweet
"Spiraea japonica",,SPIJAP,non-native,0,5,shrub,perennial,"japanese spiraea"
"Spiraea latifolia",,SPILAT,non-native,0,-2,shrub,perennial,meadowsweet
"Spiraea prunifolia",,SPIPRU,non-native,0,5,shrub,perennial,"bridal wreath"
"Spiraea tomentosa",,SPITOM,native,8,-3,shrub,perennial,hardhack
"Spiranthes cernua",,SPICER,native,4,-2,forb,perennial,"nodding ladies tresses"
"Spiranthes gracilis",,SPIGRA,native,7,-1,forb,perennial,"slender ladies tresses"
"Spiranthes lacera",,SPILAC,native,8,-1,forb,perennial,"slender ladies tresses"
"Spiranthes lucida",,SPILUC,native,10,-4,forb,perennial,"early ladies tresses"
"Spiranthes magnicamporum",,SPIMAG,native,6,-3,forb,perennial,"great plaines ladies tresses"
"Spiranthes ovalis",,SPIOVA,native,8,0,forb,perennial,"oval ladies tresses"
"Spiranthes romanzoffiana",,SPIROM,native,10,-4,forb,perennial,"hooded ladies tresses"
"Spiranthes tuberosa",,SPITUB,native,9,5,forb,perennial,"little ladies tresses"
"Spiranthes vernalis",,SPIVER,native,7,0,forb,perennial,"spring ladies tresses"
"Spirodela polyrhiza",,SPIPOL,native,5,-5,forb,annual,"great duckweed"
"Spirodela punctata",,SPIPUN,native,5,-5,forb,annual,"spotted duckweed"
"Sporobolus asper",,SPOASP,native,3,5,grass,perennial,"rough dropseed"
"Sporobolus clandestinus",,SPOCLA,native,6,5,grass,perennial,"rough rush grass"
"Sporobolus cryptandrus",,SPOCRY,native,4,4,grass,perennial,"sand dropseed"
"Sporobolus heterolepis",,SPOHET,native,9,4,grass,perennial,"northern drop seed"
"Sporobolus neglectus",,SPONEG,native,1,5,grass,annual,"small rush grass"
"Sporobolus ozarkanus",,SPOOZA,non-native,0,5,grass,annual,"southern rush grass"
"Sporobolus pyrimadatus",,SPOPYR,non-native,0,0,grass,perennial,"seashore dropseed"
"Sporobolus vaginiflorus",,SPOVAG,native,0,5,grass,annual,"northern rush grass"
"Stachys aspera",,STAASP,native,9,-4,forb,perennial,"rough hedge nettle"
"Stachys byzantina",,STABYZ,non-native,0,5,forb,perennial,"woolly hedge nettle"
"Stachys nuttallii",,STANUT,native,10,5,forb,perennial,"heart-leaved hedge nettle"
"Stachys palustris",,STAPAL,native,5,-5,forb,perennial,woundwort
"Stachys tenuifolia",,STATET,native,5,-5,forb,perennial,"smooth hedge nettle"
"Stachys tenuifolia v. hispida",,STATEH,native,5,-5,forb,perennial,"marsh hedge nettle"
"Staphylea trifolia",,STATRI,native,5,0,shrub,perennial,bladdernut
"Stellaria graminea",,STEGRN,non-native,0,5,forb,perennial,starwort
"Stellaria longifolia",,STELON,native,6,-4,forb,perennial,stitchwort
"Stellaria media",,STEMED,non-native,0,3,forb,annual,"common chickweed"
"Stellaria pallida",,STEPAL,non-native,0,3,forb,annual,"sand chickweed"
"Stellaria pubera",,STEPUB,native,10,5,forb,perennial,"great chickweed"
"Stenanthium gramineum",,STEGRM,native,10,0,forb,perennial,featherbells
"Stipa comata",,STICOM,non-native,0,5,grass,perennial,needle-and-thread
"Stipa spartea",,STISPA,native,6,5,grass,perennial,"porcupine grass"
"Stipa viridula",,STIVIR,non-native,0,5,grass,perennial,"green needle grass"
"Strophostyles helvola",,STRHEL,native,3,-1,forb,annual,"trailing wild bean"
"Strophostyles leiosperma",,STRLEI,native,4,5,forb,annual,"small wild bean"
"Strophostyles umbellata",,STRUMB,native,5,3,forb,perennial,"clustered wild bean"
"Stylisma pickeringii v. pattersonii",,STYPIC,native,9,5,forb,perennial,"patterson bindweed"
"Stylophorum diphyllum",,STYDIP,native,9,5,forb,perennial,"celandine poppy"
"Stylosanthes biflora",,STYBIF,native,5,5,forb,perennial,"pencil flower"
"Styrax americana",,STYAME,native,10,-5,shrub,perennial,"american storax"
"Styrax grandifolia",,STYGRA,native,10,5,shrub,perennial,"large-leaved storax"
"Suaeda depressa",,SUADEP,non-native,0,-3,forb,annual,"sea blite"
"Sullivantia renifolia",,SULREN,native,10,5,forb,perennial,"sullivants saxifrage"
"Symphoricarpos albus",,SYMALA,native,8,4,shrub,perennial,snowberry
"Symphoricarpos albus v. laevigatus",,SYMALL,non-native,0,5,shrub,perennial,"garden snowberry"
"Symphoricarpos occidentalis",,SYMOCC,native,6,5,shrub,perennial,wolfberry
"Symphoricarpos orbiculatus",,SYMORB,native,1,3,shrub,perennial,coralberry
"Symphytum officinale",,SYMOFF,non-native,0,5,forb,perennial,"common comfrey"
"Symplocarpus foetidus",,SYMFOE,native,8,-5,forb,perennial,"skunk cabbage"
"Synandra hispidula",,SYNHIS,native,10,0,forb,biennial,synandra
"Syringa vulgaris",,SYRVUL,non-native,0,5,shrub,perennial,lilac
"Taenidia integerrima",,TAEINT,native,7,5,forb,perennial,"yellow pimpernel"
"Talinum calycinum",,TALCAL,native,10,5,forb,perennial,"fame flower"
"Talinum parviflorum",,TALPAR,native,10,5,forb,perennial,"prairie fame flower"
"Talinum rugospermum",,TALRUG,native,9,5,forb,perennial,"fame flower"
"Tamarix gallica",,TAMGAL,non-native,0,5,shrub,perennial,"french tamarisk"
"Tanacetum parthenium",,TANPAR,non-native,0,5,forb,perennial,feverfew
"Tanacetum vulgare",,TANVUL,non-native,0,5,forb,perennial,"common tansy"
"Taraxacum laevigatum",,TARLAE,non-native,0,5,forb,perennial,"red-seeded dandelion"
"Taraxacum officinale",,TAROFF,non-native,0,3,forb,perennial,"common dandelion"
"Taxodium distichum",,TAXDIS,native,7,-5,tree,perennial,"bald cypress"
"Taxus canadensis",,TAXCAN,native,10,3,shrub,perennial,"canada yew"
"Tephrosia virginiana",,TEPVIR,native,7,5,forb,perennial,"goats rue"
"Teucrium canadense v. boreale",,TEUCAB,native,3,-2,forb,perennial,"gray germander"
"Teucrium canadense v. virginicum",,TEUCAV,native,3,-2,forb,perennial,"american germander"
"Thalia dealbata",,THADEA,native,5,-5,forb,perennial,"powdery thalia"
"Thalictrum dasycarpum",,THADAD,native,5,-2,forb,perennial,"purple meadow rue"
"Thalictrum dasycarpum v. hypoglaucum",,THADAH,native,5,-2,forb,perennial,"smooth meadow rue"
"Thalictrum dioicum",,THADIO,native,5,2,forb,perennial,"early meadow rue"
"Thalictrum revolutum",,THAREV,native,5,0,forb,perennial,"waxy meadow rue"
"Thalictrum thalictroides",,THATHA,native,5,5,forb,perennial,"rue anemone"
"Thaspium barbinode",,THABAR,native,7,5,forb,perennial,"hairy meadow parsnip"
"Thaspium trifoliatum",,THATRT,native,6,5,forb,perennial,"purple meadow parsnip"
"Thaspium trifoliatum v. flavum",,THATRF,native,6,5,forb,perennial,"yellow meadow parsnip"
"Thelesperma gracile",,THEGRA,non-native,0,5,forb,perennial,"green thread"
"Thelypteris noveboracensis",,THENOV,native,10,-1,fern,perennial,"new york fern"
"Thelypteris palustris v. pubescens",,THEPAL,native,7,-4,fern,perennial,"marsh shield fern"
"Thismia americana",,THIAME,native,10,-5,forb,perennial,thismia
"Thlaspi arvense",,THLARV,non-native,0,5,forb,annual,"field penny cress"
"Thlaspi perfoliatum",,THLPER,non-native,0,5,forb,annual,"perfoliate penny cress"
"Thuja occidentalis",,THUOCC,native,10,-5,tree,perennial,"arbor vitae"
"Thymelaea passerina",,THYPAS,non-native,0,5,forb,annual,"sparrow weed"
"Thymus praecox",,THYPRA,non-native,0,5,forb,annual,"creeping thyme"
"Tidestromia lanuginosa",,TIDLAN,non-native,0,5,forb,annual,"woolly tidestromia"
"Tilia americana",,TILAME,native,5,3,tree,perennial,"american linden"
"Tilia heterophylla",,TILHET,native,10,4,tree,perennial,"white basswood"
"Tipularia discolor",,TIPDIS,native,7,4,forb,perennial,"crane-fly orchid"
"Tofieldia glutinosa",,TOFGLU,native,10,-5,forb,perennial,"false asphrodel"
"Tomanthera auriculata",,TOMAUR,native,8,5,forb,annual,"eared false foxglove"
"Torilis arvensis",,TORARV,non-native,0,5,forb,annual,"field hedge parsley"
"Torilis japonica",,TORJAP,non-native,0,5,forb,annual,"japanese hedge parsley"
"Torreyochloa pallida",,TORPAL,native,10,-5,grass,perennial,"pale manna grass"
"Toxicodendron radicans",,TOXRAD,native,1,3,vine,perennial,"poison ivy"
"Toxicodendron toxicarium",,TOXTOX,non-native,0,5,shrub,perennial,"poison oak"
"Toxicodendron vernix",,TOXVER,native,10,-5,shrub,perennial,"poison sumac"
"Trachelospermum difforme",,TRADIF,native,7,-3,vine,perennial,"climbing dogbane"
"Tradescantia bracteata",,TRABRA,native,7,4,forb,perennial,"long-bracted spiderwort"
"Tradescantia ohiensis",,TRAOHI,native,3,2,forb,perennial,"common spiderwort"
"Tradescantia subaspera",,TRASUB,native,5,5,forb,perennial,"broad-leaved spiderwort"
"Tradescantia virginiana",,TRAVIR,native,7,5,forb,perennial,"virginia spiderwort"
"Tragia cordata",,TRACOR,native,9,5,forb,perennial,tragia
"Tragopogon dubius",,TRADUB,non-native,0,5,forb,biennial,"sand goats beard"
"Tragopogon porrifolius",,TRAPOR,non-native,0,5,forb,biennial,"oyster salsify"
"Tragopogon pratensis",,TRAPRA,non-native,0,5,forb,biennial,"common goats beard"
"Trautvetteria caroliniensis",,TRACAR,native,10,1,forb,perennial,"false bugbane"
"Trepocarpus aethusae",,TREAET,native,4,-3,forb,perennial,"dark green chervil"
"Triadenum fraseri",,TRIFRS,native,8,-5,forb,perennial,"frasers st. johns wort"
"Triadenum tubulosum",,TRITUB,native,8,-5,forb,perennial,"marsh st. johns wort"
"Triadenum virginicum",,TRIVIG,native,10,-5,forb,perennial,"marsh st. johns wort"
"Triadenum walteri",,TRIWAL,native,10,-5,forb,perennial,"marsh st. johns wort"
"Tribulus terrestris",,TRITER,non-native,0,5,forb,annual,"puncture vine"
"Trichachne insularis",,TRIINS,non-native,0,5,grass,perennial,"sour grass"
"Trichomanes boschianum",,TRIBOS,native,10,-3,fern,perennial,"filmy fern"
"Trichostema brachiatum",,TRIBRA,native,7,5,forb,annual,"false pennyroyal"
"Trichostema dichotomum",,TRIDIC,native,6,5,forb,annual,"blue curls"
"Tridens flavus",,TRIFLA,native,1,5,grass,perennial,"common purpletop"
"Tridens strictus",,TRISTR,native,4,3,grass,perennial,"spiked purpletop"
"Trientalis borealis",,TRIBOR,native,10,-1,forb,perennial,starflower
"Trifolium arvense",,TRIARV,non-native,0,5,forb,annual,"rabbit-foot clover"
"Trifolium aureum",,TRIAUM,non-native,0,5,forb,annual,"yellow hop clover"
"Trifolium campestre",,TRICAM,non-native,0,5,forb,annual,"low hop clover"
"Trifolium dubium",,TRIDUB,non-native,0,3,forb,annual,"little hop clover"
"Trifolium fragiferum",,TRIFRG,non-native,0,3,forb,perennial,"strawberry clover"
"Trifolium hybridum",,TRIHYB,non-native,0,1,forb,perennial,"alsike clover"
"Trifolium incarnatum",,TRIINC,non-native,0,5,forb,annual,"crimson clover"
"Trifolium pratense",,TRIPRA,non-native,0,2,forb,perennial,"red clover"
"Trifolium reflexum",,TRIREF,native,9,5,forb,annual,"buffalo clover"
"Trifolium repens",,TRIREP,non-native,0,2,forb,perennial,"white clover"
"Trifolium resupinatum",,TRIRES,non-native,0,5,forb,annual,"persian clover"
"Triglochin maritima",,TRIMAR,native,10,-5,forb,perennial,"common bog arrow grass"
"Triglochin palustris",,TRIPAL,native,10,-5,forb,perennial,"slender bog arrow grass"
"Trillium cernuum v. macranthum",,TRICER,native,10,0,forb,perennial,"nodding trillium"
"Trillium cuneatum",,TRICUN,native,10,5,forb,perennial,"wedge trillium"
"Trillium erectum",,TRIERE,native,10,5,forb,perennial,"ill-scented trillium"
"Trillium flexipes",,TRIFLE,native,7,1,forb,perennial,"declined trillium"
"Trillium grandiflorum",,TRIGRA,native,8,5,forb,perennial,"large white trillium"
"Trillium nivale",,TRINIV,native,8,5,forb,perennial,"snow trillium"
"Trillium recurvatum",,TRIREC,native,5,4,forb,perennial,"red trillium"
"Trillium sessile",,TRISES,native,8,4,forb,perennial,"sessile trillium"
"Trillium viride",,TRIVID,native,9,5,forb,perennial,"green trillium"
"Triodanis leptocarpa",,TRILEP,native,8,5,forb,annual,"venuss looking glass"
"Triodanis perfoliata",,TRIPEP,native,2,0,forb,annual,"venuss looking glass"
"Triodanis perfoliata v. biflora",,TRIPEB,native,4,5,forb,annual,"venuss looking glass"
"Triosteum angustifolium",,TRIANG,native,7,5,forb,perennial,"yellow horse gentian"
"Triosteum aurantiacum",,TRIAUT,native,5,5,forb,perennial,"early horse gentian"
"Triosteum illinoense",,TRIILL,native,5,5,forb,perennial,"illinois horse gentian"
"Triosteum perfoliatum",,TRIPEF,native,5,5,forb,perennial,"late horse gentian"
"Triphora trianthophora",,TRITRI,native,9,4,forb,perennial,"nodding pogonia"
"Triplasis purpurea",,TRIPUR,native,6,5,grass,annual,"purple sandgrass"
"Tripsacum dactyloides",,TRIDAC,native,4,-1,grass,perennial,"gama grass"
"Triticum aestivum",,TRIAES,non-native,0,5,grass,annual,wheat
"Triticum cylindricum",,TRICYL,non-native,0,5,grass,annual,"jointed goat grass"
